idx,s_id,city,enrollment,graderange,gsrating,lat,lon,parentrating,phone,school_name,school_type,website
178,5af7493a18e4261b6296a9b2,Anaheim,NA,PK-6,NA,33.847324,-117.94693,5,,Happy Day Education Center,private,http://www.educationcenteranaheimca.com/
179,5af7493a18e4261b6296a9b3,Anaheim,729,K-6,1,33.85118,-117.93285,4,(714) 517-8914,Henry (Patrick) Elementary School,public,
180,5af7493a18e4261b6296a9b4,Anaheim,305,PK-8,NA,33.851765,-117.783356,4,(714) 637-0887,Hephatha Lutheran School,private,http://www.hephatha.net/school/
181,5af7493a18e4261b6296a9b5,Anaheim,120,PK-6,NA,33.863945,-117.7426,4,(714) 998-9030,Hillsborough Private School,private,www.hillsboroughprivateschools.com
182,5af7493a18e4261b6296a9b6,Anaheim,491,K-6,9,33.844967,-117.78926,4,(714) 997-6282,Imperial Elementary School,public,www.orangeusd.k12.ca.us/schools/elementary/imperial/index.asp
183,5af7493a18e4261b6296a9b7,Anaheim,164,K-8,NA,33.860268,-117.81058,5,(714) 970-7009,Independence Christian School,private,http://www.independencechristianschool.com/
184,5af7493a18e4261b6296a9b8,Anaheim,NA,K-8,NA,33.860268,-117.81058,5,(714) 970-7009,Independence Christian School,private,http://www.independencechristianschool.com/
185,5af7493a18e4261b6296a9b9,Anaheim,137,1-12,NA,33.860268,-117.81058,5,(714) 693-2022,Integrity Christian School,private,
186,5af7493a18e4261b6296a9ba,Anaheim,600,K-6,4,33.82747,-117.90598,4,(714) 517-8917,Jefferson (Thomas) Elementary School,public,anaheimelementary.org/jefferson 
187,5af7493a18e4261b6296a9bb,Anaheim,849,K-6,6,33.812374,-117.96822,4,(714) 527-5143,Jonas E. Salk Elementary School,public,www.magnoliasd.org
188,5af7493a18e4261b6296a9bc,Anaheim,730,K-6,4,33.829823,-117.88108,4,(714) 517-8923,Juarez (Benito) Elementary School,public,
189,5af7493a18e4261b6296a9bd,Anaheim,704,K-6,5,33.83458,-117.96439,5,(714) 533-2673,Juliette Low Elementary School,public,www.magnoliasd.org
190,5af7493a18e4261b6296a9be,Anaheim,2692,9-12,5,33.824894,-117.88548,4,(714) 999-3621,Katella High School,public,www.auhsd.us/katella
191,5af7493a18e4261b6296a9bf,Anaheim,NA,K-12,NA,33.827,-117.97018,3,(714) 229-1315,Keystone Academy,private,
192,5af7493a18e4261b6296a9c0,Anaheim,NA,1-12,NA,33.8679,-117.7285,3,(714) 282-9941,Kindred Christian Academy,private,
193,5af7493a18e4261b6296a9c1,Anaheim,NA,K,NA,33.817486,-117.93688,5,(714) 535-5070,Leading Edge Christian Preschool,private,
194,5af7493a18e4261b6296a9c2,Anaheim,947,K-6,1,33.837315,-117.89826,4,(714) 517-8929,Lincoln (Abraham) Elementary School,public,
195,5af7493a18e4261b6296a9c3,Anaheim,553,K-6,3,33.829823,-117.93777,5,(714) 517-8932,Loara Elementary School,public,
196,5af7493a18e4261b6296a9c4,Anaheim,2377,9-12,5,33.811855,-117.94428,4,(714) 999-3677,Loara High School,public,www.auhsd.us/loara
197,5af7493a18e4261b6296a9c5,Anaheim,660,K-6,4,33.809902,-117.949,4,(714) 517-8935,Madison (James) Elementary School,public,www.anaheimelementary.org/madison
198,5af7493a18e4261b6296a9c6,Anaheim,1813,9-12,5,33.815865,-117.97174,3,(714) 220-4221,Magnolia High School,public,www.auhsd.us/magnolia
199,5af7493a18e4261b6296a9c7,Anaheim,1062,K-6,2,33.846874,-117.92599,4,(714) 517-8938,Mann (Horace) Elementary School,public,
200,5af7493a18e4261b6296a9c8,Anaheim,752,K-6,3,33.84881,-117.95464,5,(714) 517-8941,Marshall (John) Elementary School,public,
201,5af7493a18e4261b6296a9c9,Anaheim,822,K-6,5,33.825703,-117.97664,4,(714) 527-2217,Mattie Lou Maxwell Elementary School,public,www.magnoliasd.org
202,5af7493a18e4261b6296a9ca,Anaheim,161,K-6,NA,33.85179,-117.88873,5,(714) 533-6273,Minaret Academy,private,http://minaretacademy.org
203,5af7493a18e4261b6296a9cb,Anaheim,NA,K-1,NA,33.828503,-117.9389,5,(714) 991-7400,Montessori Education Center,private,http://www.montessorieducationcenterca.com/
204,5af7493a18e4261b6296a9cc,Anaheim,20,K-8,NA,33.81589,-117.97629,5,(714) 761-3109,Montessori House of Children School,private,
205,5af7493a18e4261b6296a9cd,Anaheim,13,K-3,NA,33.837433,-117.920906,4,(714) 999-6618,Montessori Learning Center,private,
206,5af7493a18e4261b6296a9ce,Anaheim,557,K-6,9,33.83727,-117.82712,4,(714) 997-6203,Nohl Canyon Elementary School,public,www.orangeusd.k12.ca.us/schools/elementary/nohlcanyon/index.asp
207,5af7493a18e4261b6296a9cf,Anaheim,NA,9-12,NA,33.836567,-117.95077,4,(714) 502-5801,North Orange County Rop School,public,www.nocrop.tec.ca.us/
208,5af7493a18e4261b6296a9d0,Anaheim,660,K-6,2,33.824398,-117.90615,4,(714) 517-8920,Olive Street Elementary School,public,
209,5af7493a18e4261b6296a9d1,Anaheim,NA,K-12,NA,33.8479,-117.9241,4,(714) 776-7833,Open Door Christian Academy,private,
210,5af7493a18e4261b6296a9d2,Anaheim,NA,K-12,NA,33.823246,-118.002686,3,(714) 821-6227,Orange County Christian School,private,http://www.occs.org/
211,5af7493a18e4261b6296a9d3,Anaheim,681,K-6,2,33.821594,-117.91422,4,(714) 517-8968,Orange Grove Elementary School,public,www.acsd.k12.ca.us
212,5af7493a18e4261b6296a9d4,Anaheim,897,7-8,5,33.82584,-118.01373,4,(714) 220-4205,Orangeview Junior High School,public,www.auhsd.us/orangeview
213,5af7493a18e4261b6296a9d5,Anaheim,721,K-6,2,33.81558,-117.93727,3,(714) 517-8944,Palm Lane Elementary School,public,
214,5af7493a18e4261b6296a9d6,Anaheim,NA,1-12,NA,33.804985,-117.95799,3,(714) 383-9816,Pelican Hills Academy,private,
215,5af7493a18e4261b6296a9d7,Anaheim,657,K-6,7,33.839893,-117.97753,4,(714) 527-8821,Peter Marshall Elementary School,public,www.magnoliasd.org
216,5af7493a18e4261b6296a9d8,Anaheim,268,7-12,2,33.816467,-117.94673,3,(714) 220-3077,Polaris High (Alternative) School,public,www.auhsd.us/polaris
217,5af7493a18e4261b6296a9d9,Anaheim,1074,K-6,1,33.795277,-117.90368,2,(714) 517-8926,Ponderosa Elementary School,public,www.acsd.k12.ca.us
218,5af7493a18e4261b6296a9da,Anaheim,798,K-6,5,33.84039,-117.93561,4,(714) 517-8947,Price (Adelaide) Elementary School,public,
219,5af7493a18e4261b6296a9db,Anaheim,148,K-8,NA,33.81861,-117.931595,4,(714) 774-0993,Prince Of Peace Lutheran,private,http://www.princeofpeaceanaheim.org 
220,5af7493a18e4261b6296a9dc,Anaheim,956,K-6,3,33.81401,-117.90847,4,(714) 517-8950,Revere (Paul) Elementary School,public,
221,5af7493a18e4261b6296a9dd,Anaheim,915,K-5,4,33.84404,-117.87032,3,(714) 986-7240,Rio Vista Elementary School,public,https://rve-pylusd-ca.schoolloop.com/
222,5af7493a18e4261b6296a9de,Anaheim,NA,K-6,NA,33.86467,-117.91353,3,(714) 882-2043,Rock Christian Academy,private,
223,5af7493a18e4261b6296a9df,Anaheim,76,K-6,NA,33.84974,-117.81871,3,(714) 283-3558,Rock Christian Academy,private,
224,5af7493a18e4261b6296a9e0,Anaheim,598,K-6,4,33.826763,-117.89239,3,(714) 517-8953,Roosevelt (Theodore) Elementary School,public,
225,5af7493a18e4261b6296a9e1,Anaheim,1009,K-6,2,33.82661,-117.93014,4,(714) 517-8956,Ross (Betsy) Elementary School,public,
226,5af7493a18e4261b6296a9e2,Anaheim,695,K-6,9,33.859768,-117.7252,4,(714) 281-4512,Running Springs Elementary School,public,www.orangeusd.k12.ca.us/schools/elementary/runningsprings/index.asp
227,5af7493a18e4261b6296a9e3,Anaheim,NA,K-12,NA,33.84701,-117.85249,4,(714) 875-9387,Saints Of Glory,private,
228,5af7493a18e4261b6296a9e4,Anaheim,15,1-12,NA,33.840103,-117.93243,4,(714) 875-9387,Saints Of Glory School,private,
229,5af7493a18e4261b6296a9e5,Anaheim,2055,9-12,4,33.834408,-117.96942,4,(714) 220-4262,Savanna High School,public,www.auhsd.us/savanna
230,5af7493a18e4261b6296a9e6,Anaheim,15,K-3,NA,33.831615,-117.75953,5,(714) 998-9091,Serrano Heights Academy,private,
231,5af7493a18e4261b6296a9e7,Anaheim,905,9-12,NA,33.84551,-117.949326,4,(714) 774-7575,Servite High School,private,http://www.servitehs.org 
232,5af7493a18e4261b6296a9e8,Anaheim,1558,7-8,2,33.831802,-117.88309,3,(714) 999-3667,South Junior High School,public,www.auhsd.us/south
233,5af7493a18e4261b6296a9e9,Anaheim,NA,1-12,NA,33.807804,-117.95466,3,(714) 533-4341,Sovereign Grace Academy,private,
234,5af7493a18e4261b6296a9ea,Anaheim,146,K-8,NA,33.835537,-117.921486,5,(714) 772-1363,St. Catherine's Academy,private,http://www.stcatherinesacademy.org
235,5af7493a18e4261b6296a9eb,Anaheim,203,K-8,NA,33.817513,-117.95328,4,(714) 772-4902,St. Justin Martyr,private,http://www.sjm-k8.com
236,5af7493a18e4261b6296a9ec,Anaheim,NA,PK-3,NA,33.802643,-117.950615,4,(714) 535-1947,St. Marks Lutheran Preschool and Academy,private,
237,5af7493a18e4261b6296a9ed,Anaheim,708,K-6,5,33.801907,-117.93355,4,(714) 517-8959,Stoddard (Alexander J.) Elementary School,public,
238,5af7493a18e4261b6296a9ee,Anaheim,892,K-6,3,33.845013,-117.87943,4,(714) 517-8962,Sunkist Elementary School,public,
239,5af7493a18e4261b6296a9ef,Anaheim,1408,7-8,2,33.844814,-117.89403,4,(714) 999-3616,Sycamore Junior High School,public,www.auhsd.us/sycamore
240,5af7493a18e4261b6296a9f0,Anaheim,68,K-6,NA,33.848644,-117.95868,3,(714) 999-2810,The Islamic Education School,private,
241,5af7493a18e4261b6296a9f1,Anaheim,118,PK-8,NA,33.83818,-117.82732,4,(714) 637-8370,Trinity Lutheran Christian,private,http://www.trinityanaheim.com 
242,5af7493a18e4261b6296a9f2,Anaheim,657,K-6,5,33.821964,-118.0014,4,(714) 236-3845,Twila Reid Elementary School,public,www.savsd.org
243,5af7493a18e4261b6296a9f3,Anaheim,NA,K-12,NA,33.765823,-118.160614,4,(714) 600-7700,Ubm School,private,
244,5af7493a18e4261b6296a9f4,Anaheim,229,K-12,NA,33.857883,-117.80025,3,(714) 777-5462,Vineyard Christian School,private,http://www.vineyardschool.com/
245,5af7493a18e4261b6296a9f5,Anaheim,671,K-6,8,33.82584,-117.96387,4,(714) 535-1183,Walt Disney Elementary School,public,www.magnoliasd.org
246,5af7493a18e4261b6296a9f6,Anaheim,2124,9-12,4,33.82565,-118.00364,4,(714) 220-4040,Western High School,public,www.auhsd.us/western
247,5af7493a18e4261b6296a9f7,Anaheim,835,K-6,3,33.83762,-117.93555,4,(714) 517-8965,Westmont Elementary School,public,
248,5af7493a18e4261b6296a9f8,Anaheim,582,K-6,8,33.868473,-117.77233,4,(714) 986-7040,Woodsboro Elementary School,public,http://www.woodsboro.pylusd.org/
249,5af7493a18e4261b6296a9f9,Anaheim,132,K-8,NA,33.84025,-117.90321,4,(714) 535-3600,Zion Lutheran Elementary School,private,http://www.zionanaheim.org/
250,5af7493a18e4261b6296a9fa,Anderson,NA,1-12,NA,40.450294,-122.29348,5,(530) 365-2950,American Christian Academy,private,http://www.acaec.net/
251,5af7493a18e4261b6296a9fb,Anderson,14,9-10,NA,40.44017,-122.306816,5,(530) 365-6054,Anderson Community Day School,public,http://www.auhsd.net
252,5af7493a18e4261b6296a9fc,Anderson,NA,9,NA,40.437263,-122.30455,5,(530) 365-1985,Anderson Community Day Transition School,public,http://www.auhsd.net
253,5af7493a18e4261b6296a9fd,Anderson,260,3-4,3,40.436897,-122.29307,4,(530) 378-7050,Anderson Heights Elementary School,public,
254,5af7493a18e4261b6296a9fe,Anderson,650,9-12,5,40.441383,-122.30595,4,(530) 365-2741,Anderson High School,public,www.auhsd.net
255,5af7493a18e4261b6296a9ff,Anderson,521,5-8,4,40.444504,-122.30598,3,(530) 378-7060,Anderson Middle School,public,
256,5af7493a18e4261b6296aa00,Anderson,207,9-12,4,40.451954,-122.29969,5,(530) 365-3100,Anderson New Technology High School,charter,www.anths.org
257,5af7493a18e4261b6296aa01,Anderson,11,K-6,NA,40.44847,-122.30592,5,(530) 378-7056,Cascade Community Day School,public,www.cuesd.com
258,5af7493a18e4261b6296aa02,Anderson,NA,K-12,NA,40.44192,-122.242905,5,(530) 365-8812,Grace Presbyterian,private,
259,5af7493a18e4261b6296aa03,Anderson,10,K-8,NA,40.446636,-122.40902,5,(530) 357-2111,Happy Valley Community Day School,public,
260,5af7493a18e4261b6296aa04,Anderson,253,5-8,5,40.446636,-122.40902,3,(530) 357-2111,Happy Valley Elementary School,public,http://www.shastalink.k12.ca.us/happyvalley
261,5af7493a18e4261b6296aa05,Anderson,274,K-4,6,40.47413,-122.45447,5,(530) 357-2131,Happy Valley Primary School,public,http://www.shastalink.k12.ca.us/happyvalley
262,5af7493a18e4261b6296aa06,Anderson,NA,1-12,NA,40.445927,-122.300766,3,(530) 365-2393,Independent Educational Programs,private,
263,5af7493a18e4261b6296aa07,Anderson,39,4-11,NA,40.44604,-122.3011,3,(530) 365-2393,Independent Educational Programs,private,http://iepschool.com/
264,5af7493a18e4261b6296aa08,Anderson,410,K-2,NA,40.45515,-122.28748,3,(530) 378-7030,Meadow Lane Elementary School,public,http://ml.cuesd.com/
265,5af7493a18e4261b6296aa09,Anderson,55,9-12,NA,40.44218,-122.30299,4,(530) 365-6054,North Valley High School,public,www.auhsd.net
266,5af7493a18e4261b6296aa0a,Anderson,114,9-12,1,40.44017,-122.306816,3,(530) 365-6054,Oakview High (Alternative) School,public,http://ovhs.auhsd.net
267,5af7493a18e4261b6296aa0b,Anderson,NA,6-8,NA,40.447273,-122.30601,3,(530) 365-1801,Pacheco Community Day School,public,http://www.pacheco.k12.ca.us
268,5af7493a18e4261b6296aa0c,Anderson,284,K-3,3,40.48035,-122.2688,4,(530) 365-1801,Prairie Elementary School,public,www.pacheco.k12.ca.us/prairie/prairie.htm
269,5af7493a18e4261b6296aa0d,Anderson,NA,PK-8,NA,40.46246,-122.28986,4,(530) 365-1429,Sacred Heart Elementary School,private,
270,5af7493a18e4261b6296aa0e,Anderson,NA,K-12,NA,40.459602,-122.29077,4,(530) 355-2295,Shasta Christian Academy,private,
271,5af7493a18e4261b6296aa0f,Anderson,NA,7-8,NA,40.44847,-122.30592,4,(530) 378-7000,South County Community Day School,public,
272,5af7493a18e4261b6296aa10,Anderson,NA,K-5,NA,40.465897,-122.332664,5,(530) 378-7040,Verde Vale Elementary,public,
273,5af7493a18e4261b6296aa11,Angels Camp,681,9-12,7,38.0811,-120.55183,4,(209) 736-2507,Bret Harte Union High School,public,http://bhhs-bhuhsd-ca.schoolloop.com/
274,5af7493a18e4261b6296aa12,Angels Camp,NA,K-12,NA,38.07887,-120.55325,4,(209) 736-6033,Calaveras County Rop School,public,
275,5af7493a18e4261b6296aa13,Angels Camp,36,K-12,5,38.07887,-120.55325,1,(209) 736-6020,Calaveras County Special Education (Selpa) School,public,www.ccoe.k12.ca.us
276,5af7493a18e4261b6296aa14,Angels Camp,NA,K-8,NA,38.039772,-120.5337,5,(209) 736-1175,Christian Family Learning Center,private,http://cflcschool.org/
277,5af7493a18e4261b6296aa15,Angels Camp,72,K-8,NA,38.067783,-120.53853,5,(209) 736-1175,Christian Family Learning Center,private,
278,5af7493a18e4261b6296aa16,Angels Camp,23,9-12,NA,38.08786,-120.4746,4,(209) 736-2507,John Vierra High School,public,http://jvhs-bhuhsd-ca.schoolloop.com/
279,5af7493a18e4261b6296aa17,Angels Camp,NA,7-8,NA,38.073177,-120.550995,4,(209) 736-6533,Mark Twain Community Day School,public,
280,5af7493a18e4261b6296aa18,Angels Camp,544,K-8,4,38.075874,-120.55029,3,(209) 736-6533,Mark Twain Elementary School,public,http://mtwain.k12.ca.us/
281,5af7493b18e4261b6296aa19,Antioch,197,K-8,6,37.98853,-121.82725,4,(925) 755-7311,Antioch Charter Academy,charter,www.antiochcharteracademy.org
282,5af7493b18e4261b6296aa1a,Antioch,190,K-8,6,38.010986,-121.82097,4,(925) 755-1252,Antioch Charter Academy Ii,charter,www.antiochcharteracademy.org
283,5af7493b18e4261b6296aa1b,Antioch,NA,1-11,NA,37.992294,-121.83069,4,(925) 776-4160,Antioch Christian Academy,private,
284,5af7493b18e4261b6296aa1c,Antioch,1774,9-12,4,38.006634,-121.81732,3,(925) 779-7550,Antioch High School,public,www.antioch.k12.ca.us/ahs
285,5af7493b18e4261b6296aa1d,Antioch,759,6-8,1,38.005848,-121.81295,3,(925) 779-7400,Antioch Middle School,public,http://www.antioch.k12.ca.us/
286,5af7493b18e4261b6296aa1e,Antioch,540,K-5,3,37.995358,-121.79941,4,(925) 779-7495,Belshaw Elementary School,public,http://bes-antioch-ca.schoolloop.com/
287,5af7493b18e4261b6296aa1f,Antioch,180,10-12,NA,37.999466,-121.79188,5,(925) 779-7520,Bidwell Continuation High School,public,http://www.antioch.k12.ca.us
288,5af7493b18e4261b6296aa20,Antioch,816,6-8,1,37.96984,-121.767685,3,(925) 776-5500,Black Diamond Middle School,public,http://www.antioch.k12.ca.us/bdms/
289,5af7493b18e4261b6296aa21,Antioch,8,9-12,NA,38.016663,-121.81946,3,(925) 779-7440,Bridges School,public,
290,5af7493b18e4261b6296aa22,Antioch,NA,K-8,NA,38.005276,-121.80364,3,(866) 620-9779,California Christian Academy,private,
291,5af7493b18e4261b6296aa23,Antioch,NA,10-12,NA,38.017086,-121.81339,3,(925) 325-7246,California Educational Alternatives School,private,
292,5af7493b18e4261b6296aa24,Antioch,481,K-5,3,37.968304,-121.75269,4,(925) 779-7475,Carmen Dragon Elementary School,public,http://cdes-antioch-ca.schoolloop.com/
293,5af7493b18e4261b6296aa25,Antioch,NA,K-12,NA,38.004917,-121.77922,4,(925) 779-2010,Cornerstone Christian School,private,http://cornerstonechristian.net/
294,5af7493b18e4261b6296aa26,Antioch,1238,6-8,3,37.969177,-121.79859,4,(925) 779-7485,Dallas Ranch Middle School,public,http://www.antioch.k12.ca.us
295,5af7493b18e4261b6296aa27,Antioch,2659,9-12,5,37.969,-121.7777,3,(925) 776-5555,Deer Valley High School,public,http://dvhs-antioch-ca.schoolloop.com/
296,5af7493b18e4261b6296aa28,Antioch,546,K-5,4,37.956158,-121.76943,4,(925) 779-7470,Diablo Vista Elementary School,public,http://dves-antioch-ca.schoolloop.com/
297,5af7493b18e4261b6296aa29,Antioch,652,9-12,8,37.949047,-121.77743,4,(925) 779-7540,Dozier-Libbey Medical High School,public,http://dlmhs-antioch-ca.schoolloop.com/
298,5af7493b18e4261b6296aa2a,Antioch,63,K-12,3,38.002434,-121.851,4,(925) 777-2000,East County Elementary Special Education School,public,www.cocoschools.org
299,5af7493b18e4261b6296aa2b,Antioch,552,K-5,1,38.00739,-121.8113,4,(925) 779-7405,Fremont Elementary School,public,https://fes-antioch-ca.schoolloop.com/
300,5af7493b18e4261b6296aa2c,Antioch,500,K-5,2,37.985626,-121.76741,4,(925) 779-7465,Grant Elementary School,public,
301,5af7493b18e4261b6296aa2d,Antioch,93,K-12,NA,37.956566,-121.7517,4,(925) 778-2234,Heritage Baptist Academy,private,http://www.heritagebaptistacademy.com/
302,5af7493b18e4261b6296aa2e,Antioch,102,K-8,NA,37.968525,-121.78324,4,(925) 778-0214,Hilltop Christian,private,www.hilltopcs.org
303,5af7493b18e4261b6296aa2f,Antioch,530,K-8,NA,38.007195,-121.80533,4,(925) 757-1270,Holy Rosary,private,http://www.holyrosarycatholicschool.org/
304,5af7493b18e4261b6296aa30,Antioch,515,K-5,3,37.972286,-121.77411,4,(925) 779-7455,Jack London Elementary School,public,https://jles-antioch-ca.schoolloop.com/
305,5af7493b18e4261b6296aa31,Antioch,544,K-5,3,38.006893,-121.80177,3,(925) 779-7415,Kimball Elementary School,public,http://www.antioch.k12.ca.us/
306,5af7493b18e4261b6296aa32,Antioch,9,4-12,NA,38.007824,-121.812325,3,(925) 777-1133,La Cheim School,private,
307,5af7493b18e4261b6296aa33,Antioch,165,10-12,NA,38.00606,-121.81257,5,(925) 779-7440,Live Oak High (Continuation) School,public,
308,5af7493b18e4261b6296aa34,Antioch,747,K-5,3,37.962257,-121.78925,4,(925) 779-7480,Lone Tree Elementary School,public,http://www.antioch.k12.ca.us
309,5af7493b18e4261b6296aa35,Antioch,537,K-5,1,37.99971,-121.81621,3,(925) 779-7410,Marsh Elementary School,public,http://mes-antioch-ca.schoolloop.com/
310,5af7493b18e4261b6296aa36,Antioch,672,K-5,3,37.996563,-121.83235,4,(925) 779-7435,Mission Elementary School,public,http://www.antioch.k12.ca.us/
311,5af7493b18e4261b6296aa37,Antioch,598,K-5,4,37.9773,-121.79455,4,(925) 779-7450,Muir (John) Elementary School,public,
312,5af7493b18e4261b6296aa38,Antioch,NA,K-12,NA,37.964367,-121.79765,4,(925) 706-8100,New Horizon Academy,private,
313,5af7493b18e4261b6296aa39,Antioch,NA,K-12,NA,37.99307,-121.79989,4,(925) 628-4033,Paideia Academy,private,http://www.paideiacademy.com/
314,5af7493b18e4261b6296aa3a,Antioch,NA,K-12,NA,37.993095,-121.79969,4,(925) 628-4033,Paideia Academy,private,http://www.paideiacademy.com/
315,5af7493b18e4261b6296aa3b,Antioch,997,6-8,3,37.99241,-121.8128,4,(925) 779-7420,Park Middle School,public,http://www.antioch.k12.ca.us
316,5af7493b18e4261b6296aa3c,Antioch,433,K-12,2,38.01694,-121.8162,5,(925) 779-7490,Prospects High (Alternative) School,public,
317,5af7493b18e4261b6296aa3d,Antioch,NA,1-12,NA,37.98836,-121.81597,5,(925) 757-7414,RLS Center for Education,private,
318,5af7493b18e4261b6296aa3e,Antioch,NA,"4, 7, 9-12",NA,37.998543,-121.83622,5,(925) 978-2303,Resilience School of Health,private,
319,5af7493b18e4261b6296aa3f,Antioch,NA,K-12,NA,38.0073,-121.7844,5,(925) 778-4933,Shining Star Christian Academy,private,
320,5af7493b18e4261b6296aa40,Antioch,NA,K-11,NA,37.994,-121.8003,5,(925) 754-2209,Steppingstones Academy,private,
